,text,label
14, USS Hennepin (AK-187) was an Alamosa-class cargo ship that served the U.S. Navy during the final months of World War II. Post-war she served briefly with the U.S. Army as USAT Hennepin and then as USNS Hennepin (T-AK-187) with the Military Sea Transportation Service where she was awarded a battle star. She was declared excess-to-needs on 27 March 1959.,6
15, The Prometheus Deception is a spy fiction thriller novel written in 2000 by Robert Ludlum about an agent in an ultraclandestine agency known only as the Directorate named Nick Bryson alias Jonas Barett alias Jonathan Coleridge alias The Technician who is thrown into a fight between an organization he knows as Prometheus and his former employers at the Directorate.Like other Ludlum novels The Prometheus Deception conveys Ludlum's concern about the accumulation of power by individuals or organizations. ,14
16, Sara Hickman (born March 1 1963) is an American rock/folk/pop/children's music singer songwriter and artist.,3
17, Des Raj Dhugga is an Indian politician and belongs to the ruling Shiromani Akali Dal. He is a member of Punjab Legislative Assembly and represent Sri Hargobindpur.,5
18, Villakvere is a village in Rakke Parish Lääne-Viru County in northeastern Estonia.,9
19, Basement Screams was a six song EP and the debut release by Chicago punk band Naked Raygun released on Ruthless Records in 1983. Quarterstick Records reissued the EP in 1999 and added the street version of I Lie and the 222 S. Morgan St. sessions as bonus material. The 1982 Morgan St.,12
20, Sangeang Api (Gunung Api or Gunung Sangeang) is an active complex volcano on the island of Sangeang in Indonesia. It consists of two volcanic cones 1949 metres (6394 ft) Doro Api and 1795 m (5889 ft) Doro Mantoi. Sangeang Api is one of the most active volcanoes in the Lesser Sunda Islands. It erupted in 1988 and the island's inhabitants were evacuated. Between its first recorded eruption in 1512 and 1989 it erupted 17 times.,8
21, Rock'n With Father Mike is a 7 inch Split EP released by Anti-Flag and The Bad Genes. It contains some of the oldest Anti-Flag recordings as it was released in 1993 when they had newly formed the band. Possibly the rarest Anti-Flag record it is highly sought after by fans today. The title is a reference to a punk rock preacher who was known as Father Mike. There are three known versions of the record. One has a pink cover one has a light blue cover and one has a yellow cover.,12
22, The Algésiras was an 80-gun Bucentaure-class 80-gun ship of the line of the French Navy designed by Sané.She took part in the Invasion of Algiers in 1830 under Captain Ponée and in the Battle of the Tagus the next year under Captain Moulac.In 1832 she was used as a troopship to ferry troops to Algeria. In 1836 she cruised the Caribbean with Artémise.Algésiras was featured in Les Misérables where she is mislabeled as a frigate:,6
23, Álvaro Alejandro Melo Silvera (born May 13 1979 Montevideo Uruguay) is a Uruguayan footballer currently playing for El Tanque Sisley of the Primera Division in Uruguay. Also played for Uruguayan clubs and Ukrainian club FC Chornomorets Odessa.,4
24, Steven Ormain Steve Cunningham (born July 15 1976) is an American professional boxer. Cunningham was born in Philadelphia Pennsylvania. Nicknamed USS Cunningham in reference to his 1994–1998 US Navy service on the aircraft carriers USS America and USS Enterprise.,4
25, The Chase School also referred to as The Chase Technology College and The Chase High School is a secondary school (ages 11–18) in Malvern Worcestershire England. It was opened by Lord Cobham on 26 March 1955 as a Secondary Modern. It became a comprehensive with the abolition of selective education in Worcestershire in 1974 and became an academy on 1 November 2011.It is the largest school in Worcestershire having over 1600 students and around 200 staff members.,2
26, The Theory of Everything: The Origin and Fate of the Universe is an unauthorized 2002 book of some collected works by Stephen Hawking. It was assembled from seven lectures on audiotape by Hawking originally released in 1994 under the title Stephen W. Hawking's Life Works: The Cambridge Lectures.,14
27, Our Man in Iraq (Croatian: Naš čovjek na terenu) is a novel by Croatian author Robert Perišić. It was originally published in Croatia where it became a bestseller and received the Jutarnji list prize for best prose in 2007. The novel was also awarded the Literaturpreis der Steiermärkischen Sparkasse in 2011.Our Man in Iraq was translated into English by Will Firth and published in the United States on April 2 2013 by Black Balloon Publishing in paperback and e-book formats.,14
28, Frederick High School (FHS) is a four-year public high school in Frederick MD Frederick County Maryland United States. A National Blue Ribbon School of Excellence Frederick High is the oldest school in Frederick County the school’s diverse population reflects its surrounding dynamic community.Frederick High School began in 1891 with girls and boys attending school in different buildings and matriculation occurring after three years. The current facility opened in 1939..,2
29, Alamabad (Persian: عالم اباد‎ also Romanized as ‘Ālamābād) is a village in Baqerabad Rural District in the Central District of Mahallat County Markazi Province Iran. At the 2006 census its existence was noted but its population was not reported.,9
30, Carruanthus ringens (syn. Carruanthus caninus) is from the Carruanthus genus of flowering plants from the ice plant family Aizoaceae.Ringens like Carruanthus peersi is a species native to South Africa.Ringens grows to a height of 20 cm. This succulent is drought tolerant and grows best in soils of pH 6 and 8. If kept completely dry it will withstand mild frost. The plant bears flowers that are similar in shape and colour to dandelions with fewer petals.,11
31, Bristol Gateway School is a special needs school located in Lawrence Weston Bristol England. The head teacher is Kaye Palmer-Green. The school used to be located in St Werburghs but moved to Lawrence Weston due to growing demand. The school has recently started to offer GCSEs like mainstream schools in Bristol.The school is a low funded EBSD/ASD school for pupils with emotional behavioural and social difficulties.,2
32, Biko is a biography about Black Consciousness Movement leader and anti-apartheid activist Steve Biko. It was written by the liberal white South African journalist Donald Woods a personal friend of Biko. Donald Woods was forced into exile for attempting to expose the truth surrounding Biko’s death. It was the inspiration for the 1987 film Cry Freedom.,14
33, Oenopota valentina is a species of sea snail a marine gastropod mollusk in the family Mangeliidae.,10
34, Floscopa mannii is a species of plant in the Commelinaceae family. It is found in Cameroon and Nigeria. Its natural habitat is subtropical or tropical swamps. It is threatened by habitat loss.,11
35, Sphingnotus mirabilis is a species of beetle belonging to the family Cerambycidae.,10
36, Mildenhall College Academy is a coeducational secondary school and sixth form with academy status located in Mildenhall Suffolk England. The school was built in the 1970s as Mildenhall Upper School and opened to students in 1977. It was awarded Technology Applied Learning and Science School status in 2002 and changed its name to Mildenhall College of Technology. In 2012 when extra two year groups formally joined the school.,2
37, Canned Funk is a jazz album by Joe Farrell for CTI Records. It was recorded at Van Gelder Studios November and December 1974. The album was released in 1975.,12
38, Richard Hayden is a former Democratic member of the Pennsylvania House of Representatives. He was born in Philadelphia.,5
39, Damian Militaru (born 19 December 1967 in Râmnicu Sărat) is a Romanian former football player.,4
40, Faith is the debut album by American R&B singer Faith Evans released by Bad Boy Records on August 29 1995 in the United States. Featuring main production by The Hitmen members Sean Puff Daddy Combs and Chucky Thompson as well as Mark Ledford Herb Middleton and Jean-Claude Olivier among others.The album which spawned the gold-certified hits You Used to Love Me and Soon As I Get Home was certified Platinum by the RIAA in March 1996.,12
41, Harry Sidebottom is a British author and historian best known for his fiction series Warrior of Rome. He is currently working on a new series Throne of the Caesars. The first volume of which Iron and Rust will be published in 2014. He is Fellow and Tutor in Ancient History at St. Benet's Hall and lecturer at Lincoln College Oxford.,3
42, Shadow of a Bull is a novel by Maia Wojciechowska that was awarded the Newbery Medal for excellence in American children's literature in 1965.,14
43, Best of Bee Gees is a 1969 compilation album by the English rock band Bee Gees. It was their first international greatest hits album. It featured their singles from 1966-1969 with the exception of the band's another single Jumbo. Every Christian Lion Hearted Man Will Show You was the only track in this album which was not released as a single.,12
44, The Best Of Dave Mason is a 1974 album by Dave Mason and was released on the Blue Thumb Records label.,12
45, USS Mobile (1854) was a steamer captured by the Union Navy during the American Civil War. She was used by the Union Navy as part of blockade forces to prevent Confederate forces from trading with other countries.Mobile a side wheel steamer built as Tennessee at Baltimore Maryland in 1854 for Charles Morgan’s Texas Line was seized by Maj. Gen. M.,6
46, Sepia bartletti is a species of cuttlefish native to the western Pacific Ocean. It is known only from the type locality. Depth range is unknown.S. bartletti is known from only the holotype and six other specimens (all cuttlebones) described by Tom Iredale in 1954. It is possibly a junior synonym of Sepia bandensis. The placement of S. bartletti in the genus Sepia is also questionable.S.,10
47, The Freedom Lite SS-11 Skywatch (also called the Skywatch SS11) is a Canadian ultralight aircraft that was produced by Freedom Lite of Walton Ontario and later by Legend Lite of New Hamburg Ontario introduced in 1996. When it was available the aircraft was supplied as a complete ready-to-fly-aircraft or as a kit for amateur construction.In Canada the SS-11 is a Transport Canada-accepted Advanced Ultra-Light Aeroplane,6
48, Gerson Wil García Chava (born February 14 1991 in Gotera El Salvador) is a El Salvadorn Fuerte San Francisco defender. He currently plays for Al-Wahda.,4
49, Lowell Observatory is an astronomical observatory in Flagstaff Arizona United States. Lowell Observatory was established in 1894 placing it among the oldest observatories in the United States and was designated a National Historic Landmark in 1965. In 2011 the Observatory was named one of The World's 100 Most Important Places by TIME.The Observatory's original 61-centimeter (24-inch) Alvan Clark Telescope is still in use today for public education.,7
50, Le Richemond first opened in 1875 as a family run pension under the name Le-Riche-Mont. The first owner Adolphe-Rodolphe Armleder was the son of a German maker of oak wine barrels. After the second world war extensive renovations were made to the hotel to raise the standard to a luxury hotel. In 2004 after four generations of ownership the Armleder family sold the hotel to The Rocco Forte Collection.,7
51, Gągolina [ɡɔnɡɔˈlina] is a village in the administrative district of Gmina Siennica within Mińsk County Masovian Voivodeship in east-central Poland.,9
52, Oy Teboil Ab is an oil company in Finland engaged in the marketing sales and distribution of petroleum products and operation of filling and service stations. It is a subsidiary of the Russian company Lukoil.,1
53, Ilahia College of Arts and Science (ICAS) located in Moovattupuzha Ernakulam Kerala state India is an arts and science college. The campus is situated 5 km from the city set atop a hillock.ICAS was established in 1995. It is approved by the AICTE and affiliated to the Mahatma Gandhi University.The college provides Bachelor of Computer Applications (BCA) Bachelor of Business Administration (BBA) and Bachelor of Science Electronics (BSc) degrees.,2
54, Rochville University is an unaccredited online university offering a Life Experience Degree and Certificate Program. It has been accused of being a diploma mill. The State of Texas classifies this online college as an illegal supplier of educational credentials and lists it among institutions whose degrees are illegal to use in Texas. The Oregon Office of Degree Authorization lists it as fake.,2
55, Phyllonorycter tridentatae is a moth of the Gracillariidae family. It is known from the Iberian Peninsula.The larvae feed on Chamaespartium tridentatum. They probably mine the leaves of their host plant.,10
56, The Pilatus P-4 was a Swiss five-seat cabin monoplane designed and built by Pilatus but had little sales success.,6
57, Instituto Lautaro (English: Lautaro Institute) is a Chilean high school located in Codegua Cachapoal Province Chile.,2
58, The Cocarde (Cockade) was a 40-gun Cocarde class frigate of the French Navy.Ordered as Cocarde nationale she was launched on 29 April 1794 in Saint Malo and commissioned in July under Lieutenant Allanic. Under Captain Quérangal she took part in the Battle of Groix. She later took part in the Expédition d'Irlande. She was renamed Cocarde in June 1796.In 1802 she served in the Caribbean.,6
59, Zablatje is a village in Croatia.,9
60, The Vienna International School is a non-profit international school located in Vienna Austria. The school was built to accommodate the children of United Nations (UN) employees and diplomats when the UN decided to locate one of its offices in Vienna (at the Vienna International Centre) and it remains affiliated to the UN.,2
61, Debut Album (デビュー・アルバム Debyū Arubamu) is the debut and first studio album by Japanese singer Sayuri Ishikawa (石川さゆり). The album was released on 25 August 1973 by Nippon Columbia (日本コロムビア). Of the twelve songs in the album four are original songs written for Ishikawa. The other eight songs are covers.,12
62, Johnny Nicholas (born 1948) is an American blues musician. He is most noted for being a member of the Grammy Award winning group Asleep at the Wheel.,3
63, The Fallon Blood is a novel written by fantasy author James Oliver Rigney Jr. (more commonly known as Robert Jordan) under the name Reagan O'Neal. It is typical of the genre historical romance. It is the first book in the Michael Fallon trilogy. The more common 1995 printing is a new reprint released by Tor Books under the Forge imprint in order to capitalize on the success of The Wheel of Time.,14
64, Pedro Calderón de la Barca y Barreda González de Henao Ruiz de Blasco y Riaño usually referred as Pedro Calderón de la Barca (17 January 1600 – 25 May 1681) was a dramatist poet and writer of the Spanish Golden Age. During certain periods of his life he was also a soldier and a Roman Catholic priest. Born when the Spanish Golden Age theatre was being defined by Lope de Vega he developed it further his work being regarded as the culmination of the Spanish Baroque theatre.,3
65, Andhra Loyola College (commonly known as Loyola College) is a Jesuit educational institution founded in 1954. It is located in Vijayawada Andhra Pradesh India.,2
66, Yun Hota To Kya Hota (Hindi: यूँ होता तो क्या होता Urdu: یوں ہوتا تو کیا ہوتا English: What If?) is a 2006 Hindi drama film. The film directed by Naseeruddin Shah stars Konkona Sen Sharma Ayesha Takia Jimmy Shergill Paresh Rawal Boman Irani Saroj Khan and Irfan Khan. The film explores four stories which eventually become intertwined with 9/11.,13
67, Consignment is the fifth mixtape released by rap artist Jadakiss it was released on April 27 2012. to promote his upcoming album Top 5 Dead Or Alive. As of now the mixtape has been downloaded over 1 million times on DatPiff certifying it double platinum.,12
68, Cavalcade of Boys is a comic book miniseries by Tim Fish featuring the lives and loves of several gay characters in America.The characters cope with unrequited love and the search of a true lover are drawn in a stylized style.,14
69, The Upukerora River is a river in New Zealand flowing into Lake Te Anau north of Te Anau township.,8
70, USS MacLeish (DD-220/AG-87) was a Clemson-class destroyer in the United States Navy during World War II. She was named for Lieutenant Kenneth MacLeish.MacLeish was laid down 19 August and launched 18 December 1919 from William Cramp & Sons; sponsored by Miss Ishbel MacLeish sister of Lieutenant Kenneth MacLeish; and commissioned 2 August 1920 Lieutenant Commander F. T. Berry in command.,6
71, Sturgeon Pool is a reservoir near the hamlet of Rifton in the Town of Esopus in Ulster County New York. It was created by damming the Wallkill River just above its confluence with Rondout Creek for hydroelectricity (thus the flow of the Wallkill that reaches the Rondout is greatly attenuated making the Wallkill a rare instance of a river that drains into a creek).Writer J MacKinnon says that due to damning of the water supplies and over-fishing there are now no sturgeon in Sturgeon Pool.,8
72, Plectranthus rotundifolius or Solenostemon rotundifolius commonly known as native or country potato in Africa and called Chinese potato in India is a perennial herbaceous plant of the mint family (Lamiaceae) native to tropical Africa. It is cultivated for its edible tubers primarily in West Africa as well as more recently in parts of Asia especially India Sri Lanka Malaysia and Indonesia.P.,11
73, An Elephant Called Slowly (1969) is a Morning Star Productions Ltd. feature film starring Bill Travers and Virginia McKenna as themselves in a story about the couple's real-life adventures with three young African elephants while house-sitting in Kenya. George Adamson (of Born Free) makes an appearance as himself. The soundtrack features several well-known musical numbers by Bert Kaempfert. The film was written by Travers and director James Hill and has been released to VHS and DVD.,13
74, 'Noosa' is a hybrid cultivar of the genus Tillandsia in the Bromeliad family.,11
75, Rosanna Gabaldón is an American politician and a Democratic member of the Arizona House of Representatives representing District 2 since January 14 2013.,5
76, The Houston Press is an alternative weekly newspaper published in Houston Texas United States. It is headquartered in Midtown Houston.The paper is supported entirely by advertising revenue and is free to readers. The newspaper draws a weekly readership of more than 300000 verified by an independent media audit and referenced on its website. The Press can be found in restaurants coffee houses and local retail stores.,14
77, The green huntsman spider (Micrommata virescens) is a spider with a palearctic distribution of the huntsman spider (Sparassidae) family. M. virescens is a species occurring naturally in Northern and Central Europe including Denmark.It does not build a web and hunts insects in green vegetation where it is well camouflaged.The green coloration is due to the bilin micromatabilin and its conjugates in haemolymph interstitial tissues and the yolk of oocytes.,10
78, Elizabeth Ann McClanahan (born September 1 1959) is a justice of the Supreme Court of Virginia. She was sworn in on 1 September 2011 for a term ending in 2023. Born in Buchanan County Virginia she received an undergraduate degree from the College of William and Mary (1981) and her law degree from the University of Dayton (1984). She formerly chaired the State Council of Higher Education and served as vice rector of the College of William and Mary.,5
79, Cardinal Glennon Children’s Medical Center is a not-for-profit 195-bed inpatient and outpatient pediatric medical center. As the nation’s only free-standing Catholic children’s hospital Cardinal Glennon has provided care for children regardless of ability to pay since 1956. Cardinal Glennon primarily serves children from eastern Missouri and southern Illinois but also treats children across the United States and from countries around the world.,7
80, Andrew Ukovic (born 23 November 1978) is a former Australian rules footballer who played with Essendon and Collingwood in the Australian Football League (AFL).Ukovic was from West Coburg but drafted from the Northern Knights of the TAC Cup. He played with the Essendon reserves for a year and then broke into the seniors at the age of 18 in the 1997 AFL season.,4
81, Roy Francis is a Jamaican record producer.He started his Phase One label in 1977 recording The Chantells Lopez Walker and Errol Davis Steve Boswell Jah Berry The Terrors The Heptones and Dean Fraser.As a songwriter he co-composed Thief as recorded by Yellowman in 1991 and Poor and Simple by Luciano in 1993.[1],3
82, Toledo Public Schools is a school district headquartered in Toledo Ohio United States. The school district serves students of the city of Toledo and is the fourth largest in the state. Dr. Romules Durant became the district's superintendent on August 1 2013.,2
83, The Volvo F84/F85/F86 was a series of medium size trucks produced by Swedish automaker Volvo between 1965 and 1979.,6
84, The Ill (/ˈɪl/; French: [il]) is a river in Alsace in north-eastern France. It is a left-side or western tributary of the Rhine.It starts down from its source near the village of Winkel in the Jura mountains with a resurgence near Ligsdorf turns around Ferrette on its east side and then runs northward through Alsace flowing parallel to the Rhine.,8
85, Infinite Computer Solutions was founded in 1999 by Sanjay Govil. Infinite is listed on the Bombay Stock Exchange and the National Stock Exchange of India. Infinite has been ranked among the Top 20 IT Services providers by the Indian IT Industry body NASSCOM.</small>Infinite offers consulting and information technology services to companies in the BFSI Telecom Media & Content Energy & Utilities and Healthcare fields.,1
86, Hoseyn Beygi (Persian: حسين بگي‎ also Romanized as Ḩoseyn Beygī; also known as Ḩoseyn Yagī) is a village in Buzi Rural District in the Central District of Shadegan County Khuzestan Province Iran. At the 2006 census its population was 85 in 16 families.,9
87, Belenli is a village in the District of Kaş Antalya Province Turkey.,9
88, Happiness is a 2014 French-Finnish documentary film written directed and produced by Thomas Balmès. The film premiered in-competition at the 2014 Sundance Film Festival on January 17 2014. It won the Documentary World Cinema Cinematography Award at the festival.The film premiered at 2014 Thessaloniki Documentary Festival in Views of the World section on March 16 2014. It will also premiere at 2014 San Francisco International Film Festival on April 27 2014.,13
89, Melaleuca wonganensis is an Australian shrub.,11
90, Eriochlamys is a genus of flowering plants in the daisy family.,11
91, Lionel Chevier PC CC QC (April 2 1903 – July 8 1987) was a Canadian Member of Parliament and cabinet minister.Born in Cornwall Ontario the son of former Cornwall mayor Joseph E. Chevrier he was educated in Cornwall at the University of Ottawa the University of Montreal and Osgoode Hall. Chevrier was called to the bar in 1928 and was named King's Counsel in 1939. He married Lucienne Brûlé in 1932.,5
92, Alloclemensia is a genus of moths of the Incurvariidae family.,10
93, HMNZS Achilles was a Leander-class light cruiser which served with the Royal New Zealand Navy in the Second World War. She became famous for her part in the Battle of the River Plate alongside Ajax and Exeter.She was the second of five ships of the Leander-class light cruisers designed as effective follow-ons to the York-class.,6
94, Nowosiółki Dydyńskie [nɔvɔˈɕuu̯ki dɨˈdɨɲskʲɛ] is a village in the administrative district of Gmina Fredropol within Przemyśl County Subcarpathian Voivodeship in south-eastern Poland close to the border with Ukraine. It lies approximately 8 kilometres (5 mi) south of Fredropol 18 km (11 mi) south of Przemyśl and 68 km (42 mi) south-east of the regional capital Rzeszów.,9
95, Cabbage (Brassica oleracea or variants) is a leafy green or purple biennial plant grown as an annual vegetable crop for its dense-leaved heads. Closely related to other cole crops such as broccoli cauliflower and brussels sprouts it descends from B. oleracea var. oleracea a wild field cabbage. Cabbage heads generally range from 0.5 to 4 kilograms (1 to 9 lb) and can be green purple and white.,11
96, Lake Iguaque is a lake located in the Boyacá Department of Colombia. The lake and the surrounding area was declared a Flora and Fauna Sanctuary in 1977.,8
97, Eupithecia atrisignis is a moth in the Geometridae family. It is found from the western Himalayas to south-western China.,10
98, The Baltimore Museum of Art located in Baltimore Maryland United States is an art museum that was founded in 1914. Built in the Roman Temple style the Museum is home to an internationally renowned collection of 19th-century modern and contemporary art. Founded in 1914 with a single painting the BMA today has 90000 works of art—including the largest holding of works by Henri Matisse in the world.,7
99, Trichocentrum microchilum is a species of orchid found from Mexico (Chiapas) to El Salvador.,11
100, Wólka [ˈvulka] (Ukrainian: Вілька Vil’ka) is a village in the administrative district of Gmina Harasiuki within Nisko County Subcarpathian Voivodeship in south-eastern Poland. It lies approximately 7 kilometres (4 mi) south-west of Harasiuki 22 km (14 mi) south-east of Nisko and 55 km (34 mi) north-east of the regional capital Rzeszów.,9
101, Khorramabad-e Dineh Sar (Persian: خرم آباد دينه سر‎ also Romanized as Khorramābād-e Dīneh Sar; also known as Khān-e Khorramābād and Khorramābād) is a village in Farim Rural District Dodangeh District Sari County Mazandaran Province Iran. At the 2006 census its population was 28 in 7 families.,9
102, Bowen Island Community School is a public elementary school on Bowen Island British Columbia part of School District 45 West Vancouver. In 2007 the school won the award for Best environmental education in the province in part for the school based vegetable garden. The premier of BC Gordon Campbell presented the award to the school principal.Being set in a rural island setting the school functions as an elementary school for grades K-7 as well as a community recreation centre.,2
103, Sabbath in Paradise is a documentary film by Claudia Heuermann examining contemporary Jewish musical culture in New York's avant garde Jazz scene in the 1990s. It features concert footage and interviews with Anthony Coleman Marc Ribot Andy Statman David Krakauer Frank London John Zorn and others.,13
104, Michael Misha Shmerkin (born 5 February 1970) is an Israeli former competitive figure skater.,4
105, Pikestan (Persian: پيكستان‎ also Romanized as Pīkestān; also known as Pīskatūn) is a village in Golzar Rural District in the Central District of Bardsir County Kerman Province Iran. At the 2006 census its existence was noted but its population was not reported.,9
106, David Namwandi (born February 24 1954) is a Namibian politician and academic currently serving as Minister of Education.,5
107, Pseudolachnostylis maprouneifolia is a species of plant under the family Phyllanthaceae and the sole species comprised in the genus Pseudolachnostylis. It is native to Africa and has several varieties. Its common name is kudu berry though the term also applies for Cassine aethiopica.,11
108, Una aventura llamada Menudo is a 1982 film featuring teen boy band Menudo and Puerto Rican actress Gladys Rodríguez. The film's soundtrack received a nomination for a Grammy Award for Best Latin Pop Album.,13
109, Alan Cheuse (born January 23 1940 Perth Amboy New Jersey U.S.) is an American writer and critic.,3
110, Cubism is a 2007 DVD release of Pet Shop Boys's Fundamental tour. Filmed on November 14 2006 at the Auditorio Nacional in Mexico. The DVD contains a short documentary a gallery and audio commentary as special features.,12
111, Squidoo is a community website platform that allows users to create pages (called lenses) for subjects which interest them and to use those pages to sell products for profit or charitable donation. The site reportedly had 1.5 million hand-built lenses as of October 2010.,1
112, Kang Yong-suk (born December 3 1969) is a South Korean lawyer and a current non-partisan politician. He is known for expulsion from the Grand National Party due to his negative sexual remarks on women. He is also known for his antics against Ahn Cheol-Soo's political endeavors.,5
113, The first USS Dorchester (SP-1509) was a schooner that served in the United States Navy as a patrol vessel from 1917 to 1918.Dorchester was a Chesapeake Bay Bugeye-type schooner built in 1893. The U.S. Navy acquired her from the Conservation Commission of Maryland on 24 August 1917 for World War I service as a patrol vessel.,6
114, James Edgar (born July 22 1946) is an American politician who was the 38th Governor of Illinois from 1991 to 1999. Previously he served as Illinois Secretary of State from 1981 to 1991. As a moderate Republican in a largely blue-leaning state Edgar was a popular and successful governor leaving office with high approval ratings.,5
115, John Egan (born 9 August 1937) in Kilsyth Scotland is a retired Scottish professional footballer who played as a left winger in the Football League.,4
116, The thumbless bat (Furipterus horrens) is a species of bat in the family Furipteridae in the monotypic genus Furipterus. It is found in Costa Rica Brazil Venezuela; Colombia; Ecuador; Suriname; French Guiana; Guyana; Panama; Trinidad and Peru. They have a small thumb which is included in the membrane of the wing causing the 'thumbless' appearance.,10
117, Boogie real name Vladimir Milivojevich (born 1969) is a photographer from Serbia based in Brooklyn New York.He is known for his documentary and portrait photographs of people on the margins of society. His work has been featured by the New York Times Time magazine Huffington Post Huck magazine and HBO (for the show How To Make It In America).,3
118, Skujaster is a genus of algae in the family Chlorococcaceae.,11
119, The Man Next Door (Spanish: El hombre de al lado) is a 2010 Argentine film directed by Mariano Cohn and Gastón Duprat. It was nominated for the 2010 Goya Award for Best Spanish Language Foreign Film.,13
120, The Havana Water Tower is a historic water tower which stands in Havana Illinois. Built in 1889 and designed by F. William Raider it holds 50000 gallons and was the town's only water supply until 1962. The brick water tower is approximately 86 feet (26 m) tall. It was designated an American Water Landmark by the American Water Works Association in 1982 and was listed on the National Register of Historic Places in 1993. It still operates today.,7
121, Bibiane Schoofs (born May 13 1988) is a Dutch professional tennis player. On February 27 2012 she reached her highest WTA singles ranking of 153 whilst her best doubles ranking was 473 on July 20 2009. She is currently the third best ranked player from the Netherlands.,4
122, Tehilim (2007) is Raphael Nadjari's fifth feature film. It was shot in Jerusalem in 2006.,13
123, War Inc. is a 2008 American political satire film starring John Cusack and directed by Joshua Seftel. Cusack also co-wrote and produced the film.,13
124, Boy From Black Mountain is the third studio album by Beat Circus. It marks the second release in songwriter Brian Carpenter's Weird American Gothic trilogy. Several songs on the album were inspired by Carpenter's response to his son's autism and Southern Gospel music. Larkin Grimm provides guest vocals throughout the album. Album artwork was created by Portland artist Carson Ellis. The album won the 9th Annual Independent Music Award for Best Alt/Country album.,12
125, The Federal University of Latin American Integration (or UNILA) is a public university connected to the network of federal universities in Brazil. Its mission is to contribute to Latin American integration with emphasis on Mercosur through technical cooperation among universities government agencies and international.,2
126, Kogutek Kosmołowski [kɔˈɡutɛk kɔsmɔˈwɔfski] is a village in the administrative district of Gmina Olkusz within Olkusz County Lesser Poland Voivodeship in southern Poland. It lies approximately 7 kilometres (4 mi) south-east of Olkusz and 31 km (19 mi) north-west of the regional capital Kraków.,9
127, Riasten is a lake in the municipality of Holtålen in Sør-Trøndelag county Norway. The lake lies near the border with Tydal and Røros about 25 kilometres (16 mi) east of Ålen/Renbygda.,8
128, Magnolia Manor is a postbellum manor located in Cairo Illinois located in Alexander County. It has been listed on the National Register of Historic Places since December 17 1969.The house is operated as a Victorian period historic house museum by the Cairo Historical Association.,7
129, The West African Shaggy Rat (Dasymys rufulus) is a species of rodent in the family Muridae.It is found in Benin Cameroon Ivory Coast Gambia Ghana Guinea Guinea-Bissau Liberia Mali Nigeria Senegal Sierra Leone and Togo.Its natural habitats are subtropical or tropical seasonally wet or flooded lowland grassland and swamps.It is threatened by habitat loss.,10
